,entity_name,kaggle_image_path,entity_value,prediction
15694,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71x6X5VKqbL.jpg,12.3 gram,12.3 gram
15695,wattage,/kaggle/input/amazon-2024-100k-imgs/images/61obQQurJCL.jpg,100.0 watt,100.0 watt
15696,width,/kaggle/input/amazon-2024-100k-imgs/images/61CjALd5vWL.jpg,110.0 millimetre,110.0 millimetre
15697,height,/kaggle/input/amazon-2024-100k-imgs/images/511ItJ2EayL.jpg,45.0 centimetre,45.0 centimetre
15698,height,/kaggle/input/amazon-2024-100k-imgs/images/41FwUCFW6TL.jpg,6.5 centimetre,6.5 centimetre
15699,depth,/kaggle/input/amazon-2024-100k-imgs/images/61E6+yu0nBL.jpg,20.0 millimetre,224.0 millimetre
15700,depth,/kaggle/input/amazon-2024-100k-imgs/images/61FQQC8e1kL.jpg,5.0 centimetre,3.5 centimetre
15701,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81q-EjnQGfL.jpg,80 gram,6.0 gram
15702,height,/kaggle/input/amazon-2024-100k-imgs/images/41A0oEjLi1S.jpg,24.4 inch,62.0 centimetre
15703,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71KNOMg31vL.jpg,2.2 pound,240.0 gram
15704,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71N1sJj4i+L.jpg,0.02 milligram,150.0 milligram
15705,width,/kaggle/input/amazon-2024-100k-imgs/images/51XP0POc6dS.jpg,2.3 inch,8.2 inch
15706,depth,/kaggle/input/amazon-2024-100k-imgs/images/51REgo2RFiL.jpg,7.5 centimetre,3.5 centimetre
15707,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71vNdO16TEL.jpg,90.0 ton,100.0 gram
15708,width,/kaggle/input/amazon-2024-100k-imgs/images/6142bz+heAS.jpg,5.5 inch,13.5 centimetre
15709,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71ctTrj9C2L.jpg,12.0 ounce,1.0 gram
15710,height,/kaggle/input/amazon-2024-100k-imgs/images/61Ce+wSpbiL.jpg,11.81 inch,127.0 millimetre
15711,depth,/kaggle/input/amazon-2024-100k-imgs/images/41v8I4HnfFL.jpg,180.0 millimetre,180.0 millimetre
15712,depth,/kaggle/input/amazon-2024-100k-imgs/images/51LQ1qiK6xL.jpg,20.0 centimetre,20.0 centimetre
15713,width,/kaggle/input/amazon-2024-100k-imgs/images/51kXWQiIkqL.jpg,32.0 centimetre,32.0 centimetre
15714,width,/kaggle/input/amazon-2024-100k-imgs/images/51xS6sZ8EtL.jpg,2.8 inch,2.8 inch
15715,width,/kaggle/input/amazon-2024-100k-imgs/images/51LpMGcRgGS.jpg,23.3 millimetre,23.3 millimetre
15716,height,/kaggle/input/amazon-2024-100k-imgs/images/6137vxjIizL.jpg,35.6 inch,35.6 inch
15717,width,/kaggle/input/amazon-2024-100k-imgs/images/511blAAkFmL.jpg,19.7 inch,11.8 inch
15718,depth,/kaggle/input/amazon-2024-100k-imgs/images/614YZHlmgGL.jpg,2.5 centimetre,2.6 centimetre
15719,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51s9jA6tFsL.jpg,19.0 gram,19.0 gram
15720,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71CEG0Ryf8L.jpg,1 kilogram,2.0 pound
15721,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/719benvf5xL.jpg,9.0 gram,9.0 gram
15722,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61j6EOqT74L.jpg,163.0 pound,114.0 pound
15723,depth,/kaggle/input/amazon-2024-100k-imgs/images/614r3VnaDOL.jpg,128.0 millimetre,76.0 millimetre
15724,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71QAqEibUGL.jpg,280.5 gram,280.5 gram
15725,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61Jy+dnQlDL.jpg,5.1 pound,6.4 kilogram
15726,height,/kaggle/input/amazon-2024-100k-imgs/images/51yWWswOfiL.jpg,7.1 inch,7.1 inch
15727,height,/kaggle/input/amazon-2024-100k-imgs/images/61AvmXyc1mL.jpg,108.0 centimetre,108.0 centimetre
15728,height,/kaggle/input/amazon-2024-100k-imgs/images/61Ec-+1nApL.jpg,10.24 inch,10.24 inch
15729,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71WJq0GToPL.jpg,12.0 volt,12.0 volt
15730,width,/kaggle/input/amazon-2024-100k-imgs/images/61BvCAW64KL.jpg,0.08 inch,0.08 inch
15731,height,/kaggle/input/amazon-2024-100k-imgs/images/612GIRQ0qbL.jpg,250.0 centimetre,250.0 centimetre
15732,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51DOKkqPn1L.jpg,35.0 gram,35.0 gram
15733,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71m7Jp815+L.jpg,3.0 volt,"[3.2, 3.4] volt"
15734,depth,/kaggle/input/amazon-2024-100k-imgs/images/51vRQ5AULBL.jpg,14.0 centimetre,14.0 centimetre
15735,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81JPWa6uPsL.jpg,40 gram,100 gram
15736,height,/kaggle/input/amazon-2024-100k-imgs/images/41tgZWTuOwS.jpg,1.5 centimetre,1.5 centimetre
15737,depth,/kaggle/input/amazon-2024-100k-imgs/images/51rr-VpVegL.jpg,112.0 millimetre,113.0 millimetre
15738,width,/kaggle/input/amazon-2024-100k-imgs/images/41U-mxZ8vsL.jpg,6.0 foot,10.0 inch
15739,width,/kaggle/input/amazon-2024-100k-imgs/images/61EYWWDPdEL.jpg,13.3 centimetre,12.0 centimetre
15740,depth,/kaggle/input/amazon-2024-100k-imgs/images/61AZ-2Sx5fL.jpg,58.0 centimetre,1.19 centimetre
15741,width,/kaggle/input/amazon-2024-100k-imgs/images/611hYlSzSHL.jpg,4.7 centimetre,23.6 inch
15742,depth,/kaggle/input/amazon-2024-100k-imgs/images/51XS3PkWCbL.jpg,14.2 centimetre,14.2 centimetre
15743,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81uPW3K4UML.jpg,4.0 ounce,120.0 milligram
15744,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81MvKs5ajGL.jpg,45.0 pound,5.0 pound
15745,width,/kaggle/input/amazon-2024-100k-imgs/images/51zElPeM0XL.jpg,48.0 inch,48.0 inch
15746,depth,/kaggle/input/amazon-2024-100k-imgs/images/61+AnOpGaZL.jpg,3.0 metre,150.0 millimetre
15747,height,/kaggle/input/amazon-2024-100k-imgs/images/516f+GQf2GL.jpg,72.0 centimetre,40.0 centimetre
15748,depth,/kaggle/input/amazon-2024-100k-imgs/images/617lMuKgGTL.jpg,2.0 centimetre,2.0 centimetre
15749,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71A-5607-YL.jpg,1.0 gram,100.0 gram
15750,height,/kaggle/input/amazon-2024-100k-imgs/images/616CBW6uYML.jpg,30.0 centimetre,12.0 centimetre
15751,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/717++UUvfEL.jpg,1700.0 milligram,1300.0 milligram
15752,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51HMBYnEvnS.jpg,12.0 ounce,2.0 gram
15753,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61DMpZFnqoL.jpg,100.0 gram,100.0 gram
15754,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61fcHsQAvML.jpg,0.87 ounce,3.0 kilogram
15755,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71ddgxLaLwL.jpg,5.0 gram,1.75 ounce
15756,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/818U97fWuzL.jpg,100.0 gram,100.0 gram
15757,width,/kaggle/input/amazon-2024-100k-imgs/images/51im90M6rSL.jpg,26.0 centimetre,26.0 centimetre
15758,height,/kaggle/input/amazon-2024-100k-imgs/images/51cKgvLYR2L.jpg,22.9 centimetre,22.9 centimetre
15759,width,/kaggle/input/amazon-2024-100k-imgs/images/61EeOVC3f5S.jpg,14.9 inch,14.9 inch
15760,depth,/kaggle/input/amazon-2024-100k-imgs/images/61DkvYJzm-L.jpg,9.3 centimetre,9.3 centimetre
15761,voltage,/kaggle/input/amazon-2024-100k-imgs/images/61NlMaupXnL.jpg,12.0 volt,12.0 volt
15762,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/814mFYi2qTL.jpg,141.0 gram,100.0 gram
15763,depth,/kaggle/input/amazon-2024-100k-imgs/images/51Ee62PMwuL.jpg,73.0 centimetre,73.0 centimetre
15764,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/91gaWKn0oeL.jpg,113 gram,912.0 gram
15765,height,/kaggle/input/amazon-2024-100k-imgs/images/51HLu5zANcS.jpg,11.0 centimetre,10.0 centimetre
15766,width,/kaggle/input/amazon-2024-100k-imgs/images/51aheQPaR6L.jpg,292.0 millimetre,190.0 millimetre
15767,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71-XC3-INQL.jpg,2.4 pound,2.4 pound
15768,height,/kaggle/input/amazon-2024-100k-imgs/images/51qaL8i3XCL.jpg,4.25 inch,4.0 inch
15769,width,/kaggle/input/amazon-2024-100k-imgs/images/61CpTywVO7L.jpg,58.0 millimetre,56.0 millimetre
15770,width,/kaggle/input/amazon-2024-100k-imgs/images/614xE6yBngL.jpg,16.0 inch,14.0 inch
15771,height,/kaggle/input/amazon-2024-100k-imgs/images/61BZd+RwC+L.jpg,24.0 centimetre,14.0 centimetre
15772,voltage,/kaggle/input/amazon-2024-100k-imgs/images/61AlhBSyz7L.jpg,230.0 volt,24.0 volt
15773,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/617Q2E-o3tL.jpg,8.8 ounce,250.0 milligram
15774,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61j0zIlsVFL.jpg,2.55 ounce,2.55 ounce
15775,depth,/kaggle/input/amazon-2024-100k-imgs/images/51dPXVaRxpS.jpg,7.0 inch,7.0 inch
15776,width,/kaggle/input/amazon-2024-100k-imgs/images/51PoPoH34uL.jpg,16.3 centimetre,11.6 centimetre
15777,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71VnvJv5obL.jpg,150.0 kilogram,150.0 kilogram
15778,depth,/kaggle/input/amazon-2024-100k-imgs/images/51kOcq50DYL.jpg,500.0 millimetre,500.0 millimetre
15779,width,/kaggle/input/amazon-2024-100k-imgs/images/51aSzhR6f4L.jpg,1.18 inch,50.0 millimetre
15780,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71rhSMShwhL.jpg,264.0 gram,240.0 gram
15781,depth,/kaggle/input/amazon-2024-100k-imgs/images/61ElaQg+f7L.jpg,15.5 inch,16.0 centimetre
15782,depth,/kaggle/input/amazon-2024-100k-imgs/images/51BjcONs7CL.jpg,17.7 inch,16.0 centimetre
15783,height,/kaggle/input/amazon-2024-100k-imgs/images/61CElldlraL.jpg,55.0 centimetre,2.8 kilogram
15784,depth,/kaggle/input/amazon-2024-100k-imgs/images/51S7dzO5jAL.jpg,6.5 centimetre,6.5 centimetre
15785,height,/kaggle/input/amazon-2024-100k-imgs/images/51zhzNjzZLL.jpg,35.0 centimetre,35.0 centimetre
15786,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61SuidDgKXL.jpg,65.0 gram,100.0 gram
15787,depth,/kaggle/input/amazon-2024-100k-imgs/images/51zGvESJBLL.jpg,5.9 inch,1.8 inch
15788,wattage,/kaggle/input/amazon-2024-100k-imgs/images/61+wReOAbkL.jpg,65.0 watt,65.0 watt
15789,height,/kaggle/input/amazon-2024-100k-imgs/images/619Iz95HmZL.jpg,24.5 centimetre,10.0 centimetre
15790,width,/kaggle/input/amazon-2024-100k-imgs/images/51-mfznvG2L.jpg,20.0 inch,30.0 inch
15791,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/31mBQUXkbvL.jpg,3.5 gram,3.5 gram
15792,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71g1RwwuYdL.jpg,30.0 volt,"[220.0, 240.0]"
15793,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/61Lyuy1QRML.jpg,1.0 gallon,500.0 millilitre
15794,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81o7etvgyML.jpg,200 gram,100 gram
15795,wattage,/kaggle/input/amazon-2024-100k-imgs/images/91FX4IMLlbL.jpg,10.0 watt,10.0 watt
15796,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71zIApH+mfL.jpg,37.0 gram,10.0 gram
15797,wattage,/kaggle/input/amazon-2024-100k-imgs/images/615cEkiz2DL.jpg,65.0 watt,1.0 watt
15798,width,/kaggle/input/amazon-2024-100k-imgs/images/513ggZMn9qL.jpg,1.3 inch,14.5 centimetre
15799,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71lRZBC9wsL.jpg,1 kilogram,100 gram
15800,height,/kaggle/input/amazon-2024-100k-imgs/images/51OrzXQSkgL.jpg,28.0 inch,12.0 inch
15801,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71CMmOk9mhL.jpg,1 kilogram,1.0 kilogram
15802,depth,/kaggle/input/amazon-2024-100k-imgs/images/51fJ2hMGF2L.jpg,27.0 inch,14.0 inch
15803,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71fVxdoHSaL.jpg,3.0 gram,100 gram
15804,height,/kaggle/input/amazon-2024-100k-imgs/images/51JZbQTcHGL.jpg,35.0 centimetre,35.0 centimetre
15805,height,/kaggle/input/amazon-2024-100k-imgs/images/613inf31EqL.jpg,45.0 centimetre,120.0 centimetre
15806,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/71qG7jRYTsS.jpg,300.0 millilitre,300.0 millilitre
15807,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81mvomglSCL.jpg,120.0 gram,1000.0 gram
15808,depth,/kaggle/input/amazon-2024-100k-imgs/images/51pQsejSxyL.jpg,19.0 centimetre,19.0 centimetre
15809,width,/kaggle/input/amazon-2024-100k-imgs/images/615fW7GnFLL.jpg,36.5 centimetre,34.5 centimetre
15810,depth,/kaggle/input/amazon-2024-100k-imgs/images/610XotwQ4oL.jpg,8.0 inch,8.0 inch
15811,height,/kaggle/input/amazon-2024-100k-imgs/images/611Ev2WXEnL.jpg,38.0 centimetre,88.0 centimetre
15812,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71V+ANOCHVL.jpg,555.0 milligram,100.0 gram
15813,maximum_weight_recommendation,/kaggle/input/amazon-2024-100k-imgs/images/71fjsji87wL.jpg,60 pound,60 pound
15814,height,/kaggle/input/amazon-2024-100k-imgs/images/51ZwoYozchL.jpg,270.0 millimetre,270.0 millimetre
15815,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71ebL0419qL.jpg,10 gram,10 gram
15816,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61rf2IeoV4L.jpg,5.0 ounce,1419.0 gram
15817,wattage,/kaggle/input/amazon-2024-100k-imgs/images/411xyvtl3lL.jpg,20.0 watt,20.0 watt
15818,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/41tRaTB1BlL.jpg,4.0 gram,4.0 gram
15819,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/41hNWClb5dL.jpg,21.0 gram,25.0 gram
15820,width,/kaggle/input/amazon-2024-100k-imgs/images/51hznJxCPFL.jpg,11.79 inch,11.79 inch
15821,width,/kaggle/input/amazon-2024-100k-imgs/images/51IzhfsQUfL.jpg,17.0 centimetre,17.0 centimetre
15822,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71VBDmiX6ZL.jpg,76.5 gram,76.5 gram
15823,width,/kaggle/input/amazon-2024-100k-imgs/images/51YqOft3kbL.jpg,8.0 centimetre,5.0 centimetre
15824,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51d4H8y0O0L.jpg,8.0 gram,8.0 gram
15825,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61ryHSVh46L.jpg,80.0 kilogram,80.0 kilogram
15826,depth,/kaggle/input/amazon-2024-100k-imgs/images/51O+Mxc+DjL.jpg,50.0 centimetre,50.0 centimetre
15827,width,/kaggle/input/amazon-2024-100k-imgs/images/513sNIOpRkL.jpg,8.5 centimetre,20.5 centimetre
15828,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81v1AHOgxiL.jpg,460.0 gram,480.0 gram
15829,depth,/kaggle/input/amazon-2024-100k-imgs/images/613qigoT9xL.jpg,4.1 inch,3.3 inch
15830,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/41HBJTSgaML.jpg,1.02 kilogram,100.0 gram
15831,height,/kaggle/input/amazon-2024-100k-imgs/images/51+2L4gMJ2L.jpg,18.0 centimetre,18.0 centimetre
15832,height,/kaggle/input/amazon-2024-100k-imgs/images/612QIVDIPqS.jpg,17.5 centimetre,17.5 centimetre
15833,width,/kaggle/input/amazon-2024-100k-imgs/images/51UctwVi65L.jpg,80.0 centimetre,80.0 centimetre
15834,width,/kaggle/input/amazon-2024-100k-imgs/images/41558h4gIbL.jpg,3.7 inch,3.7 inch
15835,depth,/kaggle/input/amazon-2024-100k-imgs/images/512WY-mIq+L.jpg,250.0 millimetre,250.0 millimetre
15836,width,/kaggle/input/amazon-2024-100k-imgs/images/51siO940oHL.jpg,67.0 centimetre,67.0 centimetre
15837,width,/kaggle/input/amazon-2024-100k-imgs/images/617iyBq5EzS.jpg,80.0 millimetre,80.0 millimetre
15838,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/712JuhG7B+S.jpg,14.0 gram,14.0 gram
15839,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81lOl8PHiPL.jpg,1000.0 milligram,1000.0 milligram
15840,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61MyvWZnIfL.jpg,250.0 microgram,250.0 milligram
15841,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61I9ES03aIL.jpg,100.0 gram,2.0 pound
15842,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71HFDdu9EeL.jpg,50.0 gram,100.0 gram
15843,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/8171V9pUTVL.jpg,140.0 gram,100 gram
15844,width,/kaggle/input/amazon-2024-100k-imgs/images/61EsDKuF06L.jpg,50.0 centimetre,50.0 centimetre
15845,height,/kaggle/input/amazon-2024-100k-imgs/images/6124FR-FAVL.jpg,323.0 millimetre,100.0 millimetre
15846,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/51xXW3Oeo+L.jpg,900.0 millilitre,2100.0 millilitre
15847,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51Sph5ZqvsL.jpg,365.0 gram,250 gram
15848,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81gHVnitNwL.jpg,41.0 gram,41.0 gram
15849,height,/kaggle/input/amazon-2024-100k-imgs/images/51VGMRsYi5L.jpg,45.0 centimetre,15.0 centimetre
15850,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71KG+Y6150L.jpg,370.0 milligram,250.0 milligram
15851,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71yLlSFvUXL.jpg,110.0 volt,12.0 volt
15852,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61J6l7SA06L.jpg,400.0 gram,400.0 gram
15853,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51Mw6+NUetL.jpg,51.0 gram,51.0 gram
15854,depth,/kaggle/input/amazon-2024-100k-imgs/images/515uMzcsAXL.jpg,8.4 inch,8.5 centimetre
15855,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51fBd5E99DL.jpg,155.0 gram,150.0 gram
15856,depth,/kaggle/input/amazon-2024-100k-imgs/images/61CGhQWekAL.jpg,110.0 centimetre,10.0 centimetre
15857,height,/kaggle/input/amazon-2024-100k-imgs/images/51SjXhteXRL.jpg,18.0 inch,10.0 inch
15858,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71ZV6MXKpYL.jpg,400.0 milligram,400.0 milligram
15859,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81uyWy0C22L.jpg,200.0 gram,200.0 gram
15860,height,/kaggle/input/amazon-2024-100k-imgs/images/51McaqImJ7L.jpg,20.0 centimetre,20.0 centimetre
15861,depth,/kaggle/input/amazon-2024-100k-imgs/images/6171anc7OFL.jpg,17.5 centimetre,5.5 centimetre
15862,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71QjtG0FEqL.jpg,220.0 gram,220.0 gram
15863,depth,/kaggle/input/amazon-2024-100k-imgs/images/61ARPxGdwzL.jpg,14.0 inch,14.0 inch
15864,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61u-45jTLNL.jpg,3.3 gram,3.3 gram
15865,width,/kaggle/input/amazon-2024-100k-imgs/images/61FygKLGFZL.jpg,15.0 centimetre,15.0 centimetre
15866,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71-Okujl+LL.jpg,609.5 gram,100.0 gram
15867,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/711XATblRkS.jpg,113.0 gram,113.0 gram
15868,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81IDyUeUPML.jpg,28.0 gram,25.0 gram
15869,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/71SvNib2WBS.jpg,1.0 pint,2.0 fluid ounce
15870,width,/kaggle/input/amazon-2024-100k-imgs/images/613hPe6L2-L.jpg,180.0 millimetre,180.0 millimetre
15871,depth,/kaggle/input/amazon-2024-100k-imgs/images/51XH-XchsTL.jpg,27.5 inch,7.0 centimetre
15872,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61zkyQasCSL.jpg,9.0 kilogram,9.0 kilogram
15873,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/71NsgRBxQSL.jpg,0.65 millilitre,2.65 fluid ounce
15874,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/91h8RKEb6+L.jpg,0.19 ounce,100.0 gram
15875,height,/kaggle/input/amazon-2024-100k-imgs/images/51fVsZXCEEL.jpg,102.0 centimetre,102.0 centimetre
15876,height,/kaggle/input/amazon-2024-100k-imgs/images/51J8BS2Ue6L.jpg,59.2 centimetre,59.2 centimetre
15877,voltage,/kaggle/input/amazon-2024-100k-imgs/images/51KrhI-tzUL.jpg,2.5 volt,12.0 volt
15878,depth,/kaggle/input/amazon-2024-100k-imgs/images/612AAHsw7KL.jpg,7.4 centimetre,7.87 inch
15879,wattage,/kaggle/input/amazon-2024-100k-imgs/images/71re5ldu6YL.jpg,0.15 watt,100.0 watt
15880,voltage,/kaggle/input/amazon-2024-100k-imgs/images/41fGG0YklGL.jpg,3.85 volt,3.85 volt
15881,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51KL9Qm4l5L.jpg,3.4 gram,3.4 gram
15882,depth,/kaggle/input/amazon-2024-100k-imgs/images/61C5pQG5XUL.jpg,150.0 centimetre,150.0 centimetre
15883,voltage,/kaggle/input/amazon-2024-100k-imgs/images/61HYuO6FkpL.jpg,1.5 volt,1.5 volt
15884,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61TWVUJMMHL.jpg,5.0 gram,5.0 gram
15885,depth,/kaggle/input/amazon-2024-100k-imgs/images/51k46sVCe5L.jpg,160.5 millimetre,12.0 millimetre
15886,height,/kaggle/input/amazon-2024-100k-imgs/images/61DkU5d8FZL.jpg,12.5 centimetre,21.0 centimetre
15887,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81ld+nVKcUL.jpg,25.0 gram,125.0 gram
15888,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61euesLL+4L.jpg,1.5 kilogram,1.5 kilogram
15889,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51ZPxiuLYDL.jpg,11.8 gram,11.8 gram
15890,height,/kaggle/input/amazon-2024-100k-imgs/images/51BAmO3MkIL.jpg,38.0 inch,34.0 inch
15891,voltage,/kaggle/input/amazon-2024-100k-imgs/images/71bc8ZReUAL.jpg,10.0 volt,12.0 volt
15892,depth,/kaggle/input/amazon-2024-100k-imgs/images/619Q2TPyKfL.jpg,40.6 centimetre,40.0 centimetre
15893,width,/kaggle/input/amazon-2024-100k-imgs/images/41YQkE39TdL.jpg,9.5 centimetre,16.5 centimetre
15894,height,/kaggle/input/amazon-2024-100k-imgs/images/41WK-0XRSkL.jpg,65.0 millimetre,45.0 millimetre
15895,height,/kaggle/input/amazon-2024-100k-imgs/images/51tZZxo6ObL.jpg,4.0 centimetre,1.5 centimetre
15896,height,/kaggle/input/amazon-2024-100k-imgs/images/41-k58TFLiL.jpg,24.5 centimetre,24.5 centimetre
15897,height,/kaggle/input/amazon-2024-100k-imgs/images/51ja8mgFagS.jpg,19.5 centimetre,10.0 inch
15898,depth,/kaggle/input/amazon-2024-100k-imgs/images/41tqnUe2LJL.jpg,27.0 millimetre,27.0 millimetre
15899,width,/kaggle/input/amazon-2024-100k-imgs/images/51yeiQm4PDL.jpg,60.0 centimetre,60.0 centimetre
15900,height,/kaggle/input/amazon-2024-100k-imgs/images/51sVtaUUmKL.jpg,42.5 centimetre,11.0 centimetre
15901,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61bdnvBYpFL.jpg,300.0 gram,100.0 gram
15902,width,/kaggle/input/amazon-2024-100k-imgs/images/51GDMgf0RzL.jpg,4.7 inch,4.0 inch
15903,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/81W1PsBOM9L.jpg,567.0 gram,167.0 gram
15904,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/61Vgveesz5L.jpg,40.0 gram,400 gram
15905,voltage,/kaggle/input/amazon-2024-100k-imgs/images/710df2T4vLL.jpg,120.0 volt,12.0 volt
15906,height,/kaggle/input/amazon-2024-100k-imgs/images/317zfI4mbOL.jpg,4.7 inch,4.7 inch
15907,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71lqhFMdwWL.jpg,800.0 milligram,80.0 milligram
15908,width,/kaggle/input/amazon-2024-100k-imgs/images/618JvfPWc3L.jpg,80.0 millimetre,80.0 millimetre
15909,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/614DInkA6SL.jpg,8.8 ounce,8.8 ounce
15910,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71Ev9HjFK0L.jpg,3.0 ounce,5.0 pound
15911,depth,/kaggle/input/amazon-2024-100k-imgs/images/615PCPzlP9S.jpg,95.0 centimetre,18.5 centimetre
15912,width,/kaggle/input/amazon-2024-100k-imgs/images/51iHrF6qTRL.jpg,12.5 inch,12.5 inch
15913,width,/kaggle/input/amazon-2024-100k-imgs/images/61FDjYexQjL.jpg,6.5 centimetre,6.5 centimetre
15914,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/815k2FJ61zL.jpg,35.0 gram,35.0 gram
15915,depth,/kaggle/input/amazon-2024-100k-imgs/images/51SPtgNl1mL.jpg,7.0 inch,18.0 millimetre
15916,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/710KKUfu3gL.jpg,4.0 ton,4.0 foot
15917,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/71TW2QYumLL.jpg,32.5 gram,32.5 gram
15918,item_weight,/kaggle/input/amazon-2024-100k-imgs/images/51bz4fZKjvL.jpg,5000.0 milligram,5000.0 milligram
15919,width,/kaggle/input/amazon-2024-100k-imgs/images/6161amCfqlL.jpg,2.4 inch,2.1 inch
15920,width,/kaggle/input/amazon-2024-100k-imgs/images/51eOHypuNWL.jpg,7.0 inch,7.0 inch
15921,item_volume,/kaggle/input/amazon-2024-100k-imgs/images/51Oazm18D6L.jpg,8.0 fluid ounce,2.0 fluid ounce
15922,depth,/kaggle/input/amazon-2024-100k-imgs/images/41t9DCMPb8L.jpg,18.8 centimetre,18.8 centimetre
